Ps,Us,lamudas,Bs
0.0077106272338210635,15408674.437459534,0.009999999999999997,0.007720627233821063
0.0020687209168799795,36501168.46907703,0.10999999999999999,0.0020787209168799795
0.0005333460657106366,58220916.78733808,0.46000000000000024,0.0005433460657106366
0.0004906912397354999,58537256.78511877,0.5000000000000002,0.0005006912397355
0.0004906912397354999,58537256.78511877,0.5000000000000002,0.0005006912397355
0.0004906912397354999,58537256.78511877,0.5000000000000002,0.0005006912397355
0.0004906912397354999,58537256.78511877,0.5000000000000002,0.0005006912397355
0.00045427034044453866,58621466.04655415,0.5400000000000003,0.0004642703404445387
0.0004379883757960588,58582627.84672179,0.5600000000000003,0.00044798837579605884
0.00047178952479663596,58607025.71655653,0.5200000000000002,0.000481789524796636
0.00047178952479663596,58607025.71655653,0.5200000000000002,0.000481789524796636
0.000814064855803744,53909464.01760842,0.3000000000000001,0.0008240648558037441
0.0004906912397354999,58537256.78511877,0.5000000000000002,0.0005006912397355
0.0004810576174128711,58579205.30391906,0.5100000000000002,0.0004910576174128711
0.00047178952479663596,58607025.71655653,0.5200000000000002,0.000481789524796636
0.00045427034044453866,58621466.04655415,0.5400000000000003,0.0004642703404445387
0.0004379883757960588,58582627.84672179,0.5600000000000003,0.00044798837579605884
0.0005333460657106366,58220916.78733808,0.46000000000000024,0.0005433460657106366
0.00045427034044453866,58621466.04655415,0.5400000000000003,0.0004642703404445387
0.0005704462714898565,57815209.159281366,0.4300000000000002,0.0005804462714898565
0.0005981304998030516,57456312.158568054,0.4100000000000002,0.0006081304998030516
0.0004906912397354999,58537256.78511877,0.5000000000000002,0.0005006912397355
0.0005333460657106366,58220916.78733808,0.46000000000000024,0.0005433460657106366
0.0004810576174128711,58579205.30391906,0.5100000000000002,0.0004910576174128711
0.0005111443214257106,58409592.616165906,0.48000000000000026,0.0005211443214257107
0.0007199173973222136,55549248.3011919,0.34000000000000014,0.0007299173973222136
0.0007199173973222136,55549248.3011919,0.34000000000000014,0.0007299173973222136
0.0005333460657106366,58220916.78733808,0.46000000000000024,0.0005433460657106366
0.00047178952479663596,58607025.71655653,0.5200000000000002,0.000481789524796636
0.0004906912397354999,58537256.78511877,0.5000000000000002,0.0005006912397355
0.0005704462714898565,57815209.159281366,0.4300000000000002,0.0005804462714898565
0.00047178952479663596,58607025.71655653,0.5200000000000002,0.000481789524796636
0.0005111443214257106,58409592.616165906,0.48000000000000026,0.0005211443214257107
0.0005111443214257106,58409592.616165906,0.48000000000000026,0.0005211443214257107
0.0005839660705208694,57645027.54339476,0.4200000000000002,0.0005939660705208694
0.0005333460657106366,58220916.78733808,0.46000000000000024,0.0005433460657106366
0.0005451736223914671,58102564.300008066,0.45000000000000023,0.0005551736223914671
0.0005839660705208694,57645027.54339476,0.4200000000000002,0.0005939660705208694
0.0004906912397354999,58537256.78511877,0.5000000000000002,0.0005006912397355
0.0005839660705208694,57645027.54339476,0.4200000000000002,0.0005939660705208694
0.0005333460657106366,58220916.78733808,0.46000000000000024,0.0005433460657106366
0.0004379883757960588,58582627.84672179,0.5600000000000003,0.00044798837579605884
0.0005839660705208694,57645027.54339476,0.4200000000000002,0.0005939660705208694
0.0004906912397354999,58537256.78511877,0.5000000000000002,0.0005006912397355
0.00045427034044453866,58621466.04655415,0.5400000000000003,0.0004642703404445387
