Ps,Us,lamudas,Bs
0.0026927596292902686,31313882.420175444,0.08,0.0027027596292902687
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.0026927596292902686,31313882.420175444,0.08,0.0027027596292902687
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.0033486962706789033,27288393.81345241,0.060000000000000005,0.0033586962706789033
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.0033486962706789033,27288393.81345241,0.060000000000000005,0.0033586962706789033
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.0033486962706789033,27288393.81345241,0.060000000000000005,0.0033586962706789033
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.0033486962706789033,27288393.81345241,0.060000000000000005,0.0033586962706789033
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.0033486962706789033,27288393.81345241,0.060000000000000005,0.0033586962706789033
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.0033486962706789033,27288393.81345241,0.060000000000000005,0.0033586962706789033
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.0033486962706789033,27288393.81345241,0.060000000000000005,0.0033586962706789033
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.0033486962706789033,27288393.81345241,0.060000000000000005,0.0033586962706789033
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
0.004382413999561218,22783871.915364023,0.04,0.004392413999561217
